Physical Time: Physical Time (s),star
1.9975,1473.288666
1.998,1473.288573
1.9985,1473.28848
1.999,1473.288387
1.9995,1473.288295
2,1473.288202
2.0005,1473.288109
2.001,1473.288017
2.0015,1473.287924
2.002,1473.287832
2.0025,1473.287739
2.003,1473.287647
2.0035,1473.287554
2.004,1473.287462
2.0045,1473.287369
2.005,1473.287277
2.0055,1473.287185
2.006,1473.287092
2.0065,1473.287
2.007,1473.286908
2.0075,1473.286815
2.008,1473.286723
2.0085,1473.286631
2.009,1473.286539
2.0095,1473.286447
2.01,1473.286355
2.0105,1473.286263
2.011,1473.286171
2.0115,1473.286079
2.012,1473.285987
2.0125,1473.285895
2.013,1473.285803
2.0135,1473.285711
2.014,1473.285619
2.0145,1473.285527
2.015,1473.285436
2.0155,1473.285344
2.016,1473.285252
2.0165,1473.28516
2.017,1473.285069
2.0175,1473.284977
2.018,1473.284886
2.0185,1473.284794
2.019,1473.284702
2.0195,1473.284611
2.02,1473.284519
2.0205,1473.284428
2.021,1473.284337
2.0215,1473.284245
2.022,1473.284154
2.0225,1473.284062
2.023,1473.283971
2.0235,1473.28388
2.024,1473.283789
2.0245,1473.283697
2.025,1473.283606
2.0255,1473.283515
2.026,1473.283424
2.0265,1473.283333
2.027,1473.283242
2.0275,1473.283151
2.028,1473.28306
2.0285,1473.282969
2.029,1473.282878
2.0295,1473.282787
2.03,1473.282696
2.0305,1473.282605
2.031,1473.282514
2.0315,1473.282423
2.032,1473.282333
2.0325,1473.282242
2.033,1473.282151
2.0335,1473.28206
2.034,1473.28197
2.0345,1473.281879
2.035,1473.281788
2.0355,1473.281698
2.036,1473.281607
2.0365,1473.281517
2.037,1473.281426
2.0375,1473.281336
2.038,1473.281245
2.0385,1473.281155
2.039,1473.281065
2.0395,1473.280974
2.04,1473.280884
2.0405,1473.280794
2.041,1473.280703
2.0415,1473.280613
2.042,1473.280523
2.0425,1473.280433
2.043,1473.280343
2.0435,1473.280253
2.044,1473.280162
2.0445,1473.280072
2.045,1473.279982
2.0455,1473.279892
2.046,1473.279802
2.0465,1473.279712
2.047,1473.279623
2.0475,1473.279533
2.048,1473.279443
2.0485,1473.279353
2.049,1473.279263
2.0495,1473.279173
2.05,1473.279084
2.0505,1473.278994
2.051,1473.278904
2.0515,1473.278815
2.052,1473.278725
2.0525,1473.278635
2.053,1473.278546
2.0535,1473.278456
2.054,1473.278367
2.0545,1473.278277
2.055,1473.278188
2.0555,1473.278098
2.056,1473.278009
2.0565,1473.27792
2.057,1473.27783
2.0575,1473.277741
2.058,1473.277652
2.0585,1473.277563
2.059,1473.277473
2.0595,1473.277384
2.06,1473.277295
2.0605,1473.277206
2.061,1473.277117
2.0615,1473.277028
2.062,1473.276939
2.0625,1473.27685
2.063,1473.276761
2.0635,1473.276672
2.064,1473.276583
2.0645,1473.276494
2.065,1473.276405
2.0655,1473.276316
2.066,1473.276227
2.0665,1473.276138
2.067,1473.27605
2.0675,1473.275961
2.068,1473.275872
2.0685,1473.275784
2.069,1473.275695
2.0695,1473.275606
2.07,1473.275518
2.0705,1473.275429
2.071,1473.275341
2.0715,1473.275252
2.072,1473.275164
2.0725,1473.275075
2.073,1473.274987
2.0735,1473.274898
2.074,1473.27481
2.0745,1473.274722
2.075,1473.274633
2.0755,1473.274545
2.076,1473.274457
2.0765,1473.274369
2.077,1473.27428
2.0775,1473.274192
2.078,1473.274104
2.0785,1473.274016
2.079,1473.273928
2.0795,1473.27384
2.08,1473.273752
2.0805,1473.273664
2.081,1473.273576
2.0815,1473.273488
2.082,1473.2734
2.0825,1473.273312
2.083,1473.273224
2.0835,1473.273137
2.084,1473.273049
2.0845,1473.272961
2.085,1473.272873
2.0855,1473.272785
2.086,1473.272698
2.0865,1473.27261
2.087,1473.272523
2.0875,1473.272435
2.088,1473.272347
2.0885,1473.27226
2.089,1473.272172
2.0895,1473.272085
2.09,1473.271997
2.0905,1473.27191
2.091,1473.271823
2.0915,1473.271735
2.092,1473.271648
2.0925,1473.27156
2.093,1473.271473
2.0935,1473.271386
2.094,1473.271299
2.0945,1473.271211
2.095,1473.271124
2.0955,1473.271037
2.096,1473.27095
2.0965,1473.270863
2.097,1473.270776
2.0975,1473.270689
2.098,1473.270602
2.0985,1473.270515
2.099,1473.270428
2.0995,1473.270341
2.1,1473.270254
2.1005,1473.270167
2.101,1473.27008
2.1015,1473.269994
2.102,1473.269907
2.1025,1473.26982
2.103,1473.269733
2.1035,1473.269647
2.104,1473.26956
2.1045,1473.269473
2.105,1473.269387
2.1055,1473.2693
2.106,1473.269213
2.1065,1473.269127
2.107,1473.26904
2.1075,1473.268954
2.108,1473.268867
2.1085,1473.268781
2.109,1473.268695
2.1095,1473.268608
2.11,1473.268522
2.1105,1473.268436
2.111,1473.268349
2.1115,1473.268263
2.112,1473.268177
2.1125,1473.268091
2.113,1473.268004
2.1135,1473.267918
2.114,1473.267832
2.1145,1473.267746
2.115,1473.26766
2.1155,1473.267574
2.116,1473.267488
2.1165,1473.267402
2.117,1473.267316
2.1175,1473.26723
2.118,1473.267144
2.1185,1473.267058
2.119,1473.266973
2.1195,1473.266887
2.12,1473.266801
2.1205,1473.266715
2.121,1473.266629
2.1215,1473.266544
2.122,1473.266458
2.1225,1473.266372
2.123,1473.266287
2.1235,1473.266201
2.124,1473.266116
2.1245,1473.26603
2.125,1473.265945
2.1255,1473.265859
2.126,1473.265774
2.1265,1473.265688
2.127,1473.265603
2.1275,1473.265517
2.128,1473.265432
2.1285,1473.265347
2.129,1473.265261
2.1295,1473.265176
2.13,1473.265091
2.1305,1473.265006
2.131,1473.264921
2.1315,1473.264835
2.132,1473.26475
2.1325,1473.264665
2.133,1473.26458
2.1335,1473.264495
2.134,1473.26441
2.1345,1473.264325
2.135,1473.26424
2.1355,1473.264155
2.136,1473.26407
2.1365,1473.263985
2.137,1473.263901
2.1375,1473.263816
2.138,1473.263731
2.1385,1473.263646
2.139,1473.263561
2.1395,1473.263477
2.14,1473.263392
2.1405,1473.263307
2.141,1473.263223
2.1415,1473.263138
2.142,1473.263053
2.1425,1473.262969
2.143,1473.262884
2.1435,1473.2628
2.144,1473.262715
2.1445,1473.262631
2.145,1473.262547
2.1455,1473.262462
2.146,1473.262378
2.1465,1473.262293
2.147,1473.262209
2.1475,1473.262125
2.148,1473.262041
2.1485,1473.261956
2.149,1473.261872
2.1495,1473.261788
2.15,1473.261704
2.1505,1473.26162
2.151,1473.261536
2.1515,1473.261452
2.152,1473.261368
2.1525,1473.261284
2.153,1473.2612
2.1535,1473.261116
2.154,1473.261032
2.1545,1473.260948
2.155,1473.260864
2.1555,1473.26078
2.156,1473.260696
2.1565,1473.260612
2.157,1473.260529
2.1575,1473.260445
2.158,1473.260361
2.1585,1473.260277
2.159,1473.260194
2.1595,1473.26011
2.16,1473.260027
2.1605,1473.259943
2.161,1473.259859
2.1615,1473.259776
2.162,1473.259692
2.1625,1473.259609
2.163,1473.259526
2.1635,1473.259442
2.164,1473.259359
2.1645,1473.259275
2.165,1473.259192
2.1655,1473.259109
2.166,1473.259025
2.1665,1473.258942
2.167,1473.258859
2.1675,1473.258776
2.168,1473.258693
2.1685,1473.258609
2.169,1473.258526
2.1695,1473.258443
2.17,1473.25836
2.1705,1473.258277
2.171,1473.258194
2.1715,1473.258111
2.172,1473.258028
2.1725,1473.257945
2.173,1473.257862
2.1735,1473.257779
2.174,1473.257696
2.1745,1473.257614
2.175,1473.257531
2.1755,1473.257448
2.176,1473.257365
2.1765,1473.257283
2.177,1473.2572
2.1775,1473.257117
2.178,1473.257035
2.1785,1473.256952
2.179,1473.256869
2.1795,1473.256787
2.18,1473.256704
2.1805,1473.256622
2.181,1473.256539
2.1815,1473.256457
2.182,1473.256374
2.1825,1473.256292
2.183,1473.25621
2.1835,1473.256127
2.184,1473.256045
2.1845,1473.255963
2.185,1473.25588
2.1855,1473.255798
2.186,1473.255716
2.1865,1473.255634
2.187,1473.255551
2.1875,1473.255469
2.188,1473.255387
2.1885,1473.255305
2.189,1473.255223
2.1895,1473.255141
2.19,1473.255059
2.1905,1473.254977
2.191,1473.254895
2.1915,1473.254813
2.192,1473.254731
2.1925,1473.254649
2.193,1473.254567
2.1935,1473.254486
2.194,1473.254404
2.1945,1473.254322
2.195,1473.25424
2.1955,1473.254159
2.196,1473.254077
2.1965,1473.253995
2.197,1473.253914
2.1975,1473.253832
2.198,1473.25375
2.1985,1473.253669
2.199,1473.253587
2.1995,1473.253506
2.2,1473.253424
2.2005,1473.253343
2.201,1473.253261
2.2015,1473.25318
2.202,1473.253099
2.2025,1473.253017
2.203,1473.252936
2.2035,1473.252855
2.204,1473.252773
2.2045,1473.252692
2.205,1473.252611
2.2055,1473.25253
2.206,1473.252449
2.2065,1473.252367
2.207,1473.252286
2.2075,1473.252205
2.208,1473.252124
2.2085,1473.252043
2.209,1473.251962
2.2095,1473.251881
2.21,1473.2518
2.2105,1473.251719
2.211,1473.251638
2.2115,1473.251557
2.212,1473.251477
2.2125,1473.251396
2.213,1473.251315
2.2135,1473.251234
2.214,1473.251153
2.2145,1473.251073
2.215,1473.250992
2.2155,1473.250911
2.216,1473.250831
2.2165,1473.25075
2.217,1473.250669
2.2175,1473.250589
2.218,1473.250508
2.2185,1473.250428
2.219,1473.250347
2.2195,1473.250267
2.22,1473.250186
2.2205,1473.250106
2.221,1473.250026
2.2215,1473.249945
2.222,1473.249865
2.2225,1473.249784
2.223,1473.249704
2.2235,1473.249624
2.224,1473.249544
2.2245,1473.249463
2.225,1473.249383
2.2255,1473.249303
2.226,1473.249223
2.2265,1473.249143
2.227,1473.249063
2.2275,1473.248983
2.228,1473.248903
2.2285,1473.248823
2.229,1473.248743
2.2295,1473.248663
2.23,1473.248583
2.2305,1473.248503
2.231,1473.248423
2.2315,1473.248343
2.232,1473.248263
2.2325,1473.248184
2.233,1473.248104
2.2335,1473.248024
2.234,1473.247944
2.2345,1473.247865
2.235,1473.247785
2.2355,1473.247705
2.236,1473.247626
2.2365,1473.247546
2.237,1473.247467
2.2375,1473.247387
2.238,1473.247308
2.2385,1473.247228
2.239,1473.247149
2.2395,1473.247069
2.24,1473.24699
2.2405,1473.24691
2.241,1473.246831
2.2415,1473.246752
2.242,1473.246672
2.2425,1473.246593
2.243,1473.246514
2.2435,1473.246435
2.244,1473.246355
2.2445,1473.246276
2.245,1473.246197
2.2455,1473.246118
2.246,1473.246039
2.2465,1473.24596
2.247,1473.245881
2.2475,1473.245802
2.248,1473.245723
2.2485,1473.245644
2.249,1473.245565
2.2495,1473.245486
2.25,1473.245407
2.2505,1473.245328
2.251,1473.245249
2.2515,1473.24517
2.252,1473.245091
2.2525,1473.245013
2.253,1473.244934
2.2535,1473.244855
2.254,1473.244776
2.2545,1473.244698
2.255,1473.244619
2.2555,1473.24454
2.256,1473.244462
2.2565,1473.244383
2.257,1473.244305
2.2575,1473.244226
2.258,1473.244148
2.2585,1473.244069
2.259,1473.243991
2.2595,1473.243912
2.26,1473.243834
2.2605,1473.243756
2.261,1473.243677
2.2615,1473.243599
2.262,1473.243521
2.2625,1473.243442
2.263,1473.243364
2.2635,1473.243286
2.264,1473.243208
2.2645,1473.24313
2.265,1473.243051
2.2655,1473.242973
2.266,1473.242895
2.2665,1473.242817
2.267,1473.242739
2.2675,1473.242661
2.268,1473.242583
2.2685,1473.242505
2.269,1473.242427
2.2695,1473.242349
2.27,1473.242271
2.2705,1473.242193
2.271,1473.242116
2.2715,1473.242038
2.272,1473.24196
2.2725,1473.241882
2.273,1473.241804
2.2735,1473.241727
2.274,1473.241649
2.2745,1473.241571
2.275,1473.241494
2.2755,1473.241416
2.276,1473.241338
2.2765,1473.241261
2.277,1473.241183
2.2775,1473.241106
2.278,1473.241028
2.2785,1473.240951
2.279,1473.240873
2.2795,1473.240796
2.28,1473.240719
2.2805,1473.240641
2.281,1473.240564
2.2815,1473.240487
2.282,1473.240409
2.2825,1473.240332
2.283,1473.240255
2.2835,1473.240177
2.284,1473.2401
2.2845,1473.240023
2.285,1473.239946
2.2855,1473.239869
2.286,1473.239792
2.2865,1473.239715
2.287,1473.239638
2.2875,1473.239561
2.288,1473.239484
2.2885,1473.239407
2.289,1473.23933
2.2895,1473.239253
2.29,1473.239176
2.2905,1473.239099
2.291,1473.239022
2.2915,1473.238945
2.292,1473.238868
2.2925,1473.238792
2.293,1473.238715
2.2935,1473.238638
2.294,1473.238562
2.2945,1473.238485
2.295,1473.238408
2.2955,1473.238332
2.296,1473.238255
2.2965,1473.238178
2.297,1473.238102
2.2975,1473.238025
2.298,1473.237949
2.2985,1473.237872
2.299,1473.237796
2.2995,1473.237719
2.3,1473.237643
2.3005,1473.237567
2.301,1473.23749
2.3015,1473.237414
2.302,1473.237338
2.3025,1473.237261
2.303,1473.237185
2.3035,1473.237109
2.304,1473.237033
2.3045,1473.236956
2.305,1473.23688
2.3055,1473.236804
2.306,1473.236728
2.3065,1473.236652
2.307,1473.236576
2.3075,1473.2365
2.308,1473.236424
2.3085,1473.236348
2.309,1473.236272
2.3095,1473.236196
2.31,1473.23612
2.3105,1473.236044
2.311,1473.235968
2.3115,1473.235892
2.312,1473.235817
2.3125,1473.235741
2.313,1473.235665
2.3135,1473.235589
2.314,1473.235513
2.3145,1473.235438
2.315,1473.235362
2.3155,1473.235286
2.316,1473.235211
2.3165,1473.235135
2.317,1473.23506
2.3175,1473.234984
2.318,1473.234909
2.3185,1473.234833
2.319,1473.234758
2.3195,1473.234682
2.32,1473.234607
2.3205,1473.234531
2.321,1473.234456
2.3215,1473.234381
2.322,1473.234305
2.3225,1473.23423
2.323,1473.234155
2.3235,1473.234079
2.324,1473.234004
2.3245,1473.233929
2.325,1473.233854
2.3255,1473.233779
2.326,1473.233703
2.3265,1473.233628
2.327,1473.233553
2.3275,1473.233478
2.328,1473.233403
2.3285,1473.233328
2.329,1473.233253
2.3295,1473.233178
2.33,1473.233103
2.3305,1473.233028
2.331,1473.232953
2.3315,1473.232878
2.332,1473.232804
2.3325,1473.232729
2.333,1473.232654
2.3335,1473.232579
2.334,1473.232504
2.3345,1473.23243
2.335,1473.232355
2.3355,1473.23228
2.336,1473.232206
2.3365,1473.232131
2.337,1473.232056
2.3375,1473.231982
2.338,1473.231907
2.3385,1473.231833
2.339,1473.231758
2.3395,1473.231684
2.34,1473.231609
2.3405,1473.231535
2.341,1473.23146
2.3415,1473.231386
2.342,1473.231312
2.3425,1473.231237
2.343,1473.231163
2.3435,1473.231089
2.344,1473.231014
2.3445,1473.23094
2.345,1473.230866
2.3455,1473.230792
2.346,1473.230717
2.3465,1473.230643
2.347,1473.230569
2.3475,1473.230495
2.348,1473.230421
2.3485,1473.230347
2.349,1473.230273
2.3495,1473.230199
2.35,1473.230125
2.3505,1473.230051
2.351,1473.229977
2.3515,1473.229903
2.352,1473.229829
2.3525,1473.229755
2.353,1473.229681
2.3535,1473.229608
2.354,1473.229534
2.3545,1473.22946
2.355,1473.229386
2.3555,1473.229313
2.356,1473.229239
2.3565,1473.229165
2.357,1473.229092
2.3575,1473.229018
2.358,1473.228944
2.3585,1473.228871
2.359,1473.228797
2.3595,1473.228724
2.36,1473.22865
2.3605,1473.228577
2.361,1473.228503
2.3615,1473.22843
2.362,1473.228356
2.3625,1473.228283
2.363,1473.228209
2.3635,1473.228136
2.364,1473.228063
2.3645,1473.227989
2.365,1473.227916
2.3655,1473.227843
2.366,1473.22777
2.3665,1473.227697
2.367,1473.227623
2.3675,1473.22755
2.368,1473.227477
2.3685,1473.227404
2.369,1473.227331
2.3695,1473.227258
2.37,1473.227185
2.3705,1473.227112
2.371,1473.227039
2.3715,1473.226966
2.372,1473.226893
2.3725,1473.22682
2.373,1473.226747
2.3735,1473.226674
2.374,1473.226601
2.3745,1473.226528
2.375,1473.226456
2.3755,1473.226383
2.376,1473.22631
2.3765,1473.226237
2.377,1473.226165
2.3775,1473.226092
2.378,1473.226019
2.3785,1473.225947
2.379,1473.225874
2.3795,1473.225801
2.38,1473.225729
2.3805,1473.225656
2.381,1473.225584
2.3815,1473.225511
2.382,1473.225439
2.3825,1473.225366
2.383,1473.225294
2.3835,1473.225221
2.384,1473.225149
2.3845,1473.225077
2.385,1473.225004
2.3855,1473.224932
2.386,1473.22486
2.3865,1473.224787
2.387,1473.224715
2.3875,1473.224643
2.388,1473.224571
2.3885,1473.224498
2.389,1473.224426
2.3895,1473.224354
2.39,1473.224282
2.3905,1473.22421
2.391,1473.224138
2.3915,1473.224066
2.392,1473.223994
2.3925,1473.223922
2.393,1473.22385
2.3935,1473.223778
2.394,1473.223706
2.3945,1473.223634
2.395,1473.223562
2.3955,1473.22349
2.396,1473.223419
2.3965,1473.223347
2.397,1473.223275
2.3975,1473.223203
2.398,1473.223131
2.3985,1473.22306
2.399,1473.222988
2.3995,1473.222916
2.4,1473.222845
2.4005,1473.222773
2.401,1473.222701
2.4015,1473.22263
2.402,1473.222558
2.4025,1473.222487
2.403,1473.222415
2.4035,1473.222344
2.404,1473.222272
2.4045,1473.222201
2.405,1473.222129
2.4055,1473.222058
2.406,1473.221987
2.4065,1473.221915
2.407,1473.221844
2.4075,1473.221773
2.408,1473.221701
2.4085,1473.22163
2.409,1473.221559
2.4095,1473.221488
2.41,1473.221417
2.4105,1473.221345
2.411,1473.221274
2.4115,1473.221203
2.412,1473.221132
2.4125,1473.221061
2.413,1473.22099
2.4135,1473.220919
2.414,1473.220848
2.4145,1473.220777
2.415,1473.220706
2.4155,1473.220635
2.416,1473.220564
2.4165,1473.220493
2.417,1473.220422
2.4175,1473.220351
2.418,1473.220281
2.4185,1473.22021
2.419,1473.220139
2.4195,1473.220068
2.42,1473.219998
2.4205,1473.219927
2.421,1473.219856
2.4215,1473.219785
2.422,1473.219715
2.4225,1473.219644
2.423,1473.219574
2.4235,1473.219503
2.424,1473.219433
2.4245,1473.219362
2.425,1473.219291
2.4255,1473.219221
2.426,1473.219151
2.4265,1473.21908
2.427,1473.21901
2.4275,1473.218939
2.428,1473.218869
2.4285,1473.218799
2.429,1473.218728
2.4295,1473.218658
2.43,1473.218588
2.4305,1473.218517
2.431,1473.218447
2.4315,1473.218377
2.432,1473.218307
2.4325,1473.218237
2.433,1473.218166
2.4335,1473.218096
2.434,1473.218026
2.4345,1473.217956
2.435,1473.217886
2.4355,1473.217816
2.436,1473.217746
2.4365,1473.217676
2.437,1473.217606
2.4375,1473.217536
2.438,1473.217466
2.4385,1473.217396
2.439,1473.217326
2.4395,1473.217257
2.44,1473.217187
2.4405,1473.217117
2.441,1473.217047
2.4415,1473.216977
2.442,1473.216908
2.4425,1473.216838
2.443,1473.216768
2.4435,1473.216699
2.444,1473.216629
2.4445,1473.216559
2.445,1473.21649
2.4455,1473.21642
2.446,1473.216351
2.4465,1473.216281
2.447,1473.216212
2.4475,1473.216142
2.448,1473.216073
2.4485,1473.216003
2.449,1473.215934
2.4495,1473.215864
2.45,1473.215795
2.4505,1473.215726
2.451,1473.215656
2.4515,1473.215587
2.452,1473.215518
2.4525,1473.215448
2.453,1473.215379
2.4535,1473.21531
2.454,1473.215241
2.4545,1473.215171
2.455,1473.215102
2.4555,1473.215033
2.456,1473.214964
2.4565,1473.214895
2.457,1473.214826
2.4575,1473.214757
2.458,1473.214688
2.4585,1473.214619
2.459,1473.21455
2.4595,1473.214481
2.46,1473.214412
2.4605,1473.214343
2.461,1473.214274
2.4615,1473.214205
2.462,1473.214136
2.4625,1473.214068
2.463,1473.213999
2.4635,1473.21393
2.464,1473.213861
2.4645,1473.213793
2.465,1473.213724
2.4655,1473.213655
2.466,1473.213586
2.4665,1473.213518
2.467,1473.213449
2.4675,1473.213381
2.468,1473.213312
2.4685,1473.213243
2.469,1473.213175
2.4695,1473.213106
2.47,1473.213038
2.4705,1473.212969
2.471,1473.212901
2.4715,1473.212833
2.472,1473.212764
2.4725,1473.212696
2.473,1473.212627
2.4735,1473.212559
2.474,1473.212491
2.4745,1473.212422
2.475,1473.212354
2.4755,1473.212286
2.476,1473.212218
2.4765,1473.212149
2.477,1473.212081
2.4775,1473.212013
2.478,1473.211945
2.4785,1473.211877
2.479,1473.211809
2.4795,1473.211741
2.48,1473.211673
2.4805,1473.211605
2.481,1473.211537
2.4815,1473.211469
2.482,1473.211401
2.4825,1473.211333
2.483,1473.211265
2.4835,1473.211197
2.484,1473.211129
2.4845,1473.211061
2.485,1473.210993
2.4855,1473.210925
2.486,1473.210858
2.4865,1473.21079
2.487,1473.210722
2.4875,1473.210654
2.488,1473.210587
2.4885,1473.210519
2.489,1473.210451
2.4895,1473.210384
2.49,1473.210316
2.4905,1473.210248
2.491,1473.210181
2.4915,1473.210113
2.492,1473.210046
2.4925,1473.209978
2.493,1473.209911
2.4935,1473.209843
2.494,1473.209776
2.4945,1473.209708
2.495,1473.209641
2.4955,1473.209574
2.496,1473.209506
2.4965,1473.209439
2.497,1473.209372
2.4975,1473.209304
2.498,1473.209237
2.4985,1473.20917
2.499,1473.209103
2.4995,1473.209035
2.5,1473.208968
2.5005,1473.208901
2.501,1473.208834
2.5015,1473.208767
2.502,1473.2087
2.5025,1473.208633
2.503,1473.208566
2.5035,1473.208498
2.504,1473.208431
2.5045,1473.208364
2.505,1473.208298
2.5055,1473.208231
2.506,1473.208164
2.5065,1473.208097
2.507,1473.20803
2.5075,1473.207963
2.508,1473.207896
2.5085,1473.207829
2.509,1473.207763
2.5095,1473.207696
2.51,1473.207629
2.5105,1473.207562
2.511,1473.207496
2.5115,1473.207429
2.512,1473.207362
2.5125,1473.207296
2.513,1473.207229
2.5135,1473.207162
2.514,1473.207096
2.5145,1473.207029
2.515,1473.206963
2.5155,1473.206896
2.516,1473.20683
2.5165,1473.206763
2.517,1473.206697
2.5175,1473.20663
2.518,1473.206564
2.5185,1473.206497
2.519,1473.206431
2.5195,1473.206365
2.52,1473.206298
2.5205,1473.206232
2.521,1473.206166
2.5215,1473.2061
2.522,1473.206033
2.5225,1473.205967
2.523,1473.205901
2.5235,1473.205835
2.524,1473.205769
2.5245,1473.205702
2.525,1473.205636
2.5255,1473.20557
2.526,1473.205504
2.5265,1473.205438
2.527,1473.205372
2.5275,1473.205306
2.528,1473.20524
2.5285,1473.205174
2.529,1473.205108
2.5295,1473.205042
2.53,1473.204976
2.5305,1473.20491
2.531,1473.204845
2.5315,1473.204779
2.532,1473.204713
2.5325,1473.204647
2.533,1473.204581
2.5335,1473.204516
2.534,1473.20445
2.5345,1473.204384
2.535,1473.204318
2.5355,1473.204253
2.536,1473.204187
2.5365,1473.204121
2.537,1473.204056
2.5375,1473.20399
2.538,1473.203925
2.5385,1473.203859
2.539,1473.203794
2.5395,1473.203728
2.54,1473.203663
2.5405,1473.203597
2.541,1473.203532
2.5415,1473.203466
2.542,1473.203401
2.5425,1473.203336
2.543,1473.20327
2.5435,1473.203205
2.544,1473.20314
2.5445,1473.203074
2.545,1473.203009
2.5455,1473.202944
2.546,1473.202879
2.5465,1473.202813
2.547,1473.202748
2.5475,1473.202683
2.548,1473.202618
2.5485,1473.202553
2.549,1473.202488
2.5495,1473.202423
2.55,1473.202357
2.5505,1473.202292
2.551,1473.202227
2.5515,1473.202162
2.552,1473.202097
2.5525,1473.202033
2.553,1473.201968
2.5535,1473.201903
2.554,1473.201838
2.5545,1473.201773
2.555,1473.201708
2.5555,1473.201643
2.556,1473.201578
2.5565,1473.201514
2.557,1473.201449
2.5575,1473.201384
2.558,1473.201319
2.5585,1473.201255
2.559,1473.20119
2.5595,1473.201125
2.56,1473.201061
2.5605,1473.200996
2.561,1473.200931
2.5615,1473.200867
2.562,1473.200802
2.5625,1473.200738
2.563,1473.200673
2.5635,1473.200609
2.564,1473.200544
2.5645,1473.20048
2.565,1473.200415
2.5655,1473.200351
2.566,1473.200287
2.5665,1473.200222
2.567,1473.200158
2.5675,1473.200094
2.568,1473.200029
2.5685,1473.199965
2.569,1473.199901
2.5695,1473.199836
2.57,1473.199772
2.5705,1473.199708
2.571,1473.199644
2.5715,1473.19958
2.572,1473.199515
2.5725,1473.199451
2.573,1473.199387
2.5735,1473.199323
2.574,1473.199259
2.5745,1473.199195
2.575,1473.199131
2.5755,1473.199067
2.576,1473.199003
2.5765,1473.198939
2.577,1473.198875
2.5775,1473.198811
2.578,1473.198747
2.5785,1473.198683
2.579,1473.19862
2.5795,1473.198556
2.58,1473.198492
2.5805,1473.198428
2.581,1473.198364
2.5815,1473.198301
2.582,1473.198237
2.5825,1473.198173
2.583,1473.198109
2.5835,1473.198046
2.584,1473.197982
2.5845,1473.197918
2.585,1473.197855
2.5855,1473.197791
2.586,1473.197728
2.5865,1473.197664
2.587,1473.197601
2.5875,1473.197537
2.588,1473.197474
2.5885,1473.19741
2.589,1473.197347
2.5895,1473.197283
2.59,1473.19722
2.5905,1473.197156
2.591,1473.197093
2.5915,1473.19703
2.592,1473.196966
2.5925,1473.196903
2.593,1473.19684
2.5935,1473.196777
2.594,1473.196713
2.5945,1473.19665
2.595,1473.196587
2.5955,1473.196524
2.596,1473.196461
2.5965,1473.196397
2.597,1473.196334
2.5975,1473.196271
2.598,1473.196208
2.5985,1473.196145
2.599,1473.196082
2.5995,1473.196019
2.6,1473.195956
2.6005,1473.195893
2.601,1473.19583
2.6015,1473.195767
2.602,1473.195704
2.6025,1473.195641
2.603,1473.195578
2.6035,1473.195516
2.604,1473.195453
2.6045,1473.19539
2.605,1473.195327
2.6055,1473.195264
2.606,1473.195202
2.6065,1473.195139
2.607,1473.195076
2.6075,1473.195013
2.608,1473.194951
2.6085,1473.194888
2.609,1473.194825
2.6095,1473.194763
2.61,1473.1947
2.6105,1473.194638
2.611,1473.194575
2.6115,1473.194513
2.612,1473.19445
2.6125,1473.194387
2.613,1473.194325
2.6135,1473.194263
2.614,1473.1942
2.6145,1473.194138
2.615,1473.194075
2.6155,1473.194013
2.616,1473.193951
2.6165,1473.193888
2.617,1473.193826
2.6175,1473.193764
2.618,1473.193701
2.6185,1473.193639
2.619,1473.193577
2.6195,1473.193515
2.62,1473.193452
2.6205,1473.19339
2.621,1473.193328
2.6215,1473.193266
2.622,1473.193204
2.6225,1473.193142
2.623,1473.19308
2.6235,1473.193018
2.624,1473.192956
2.6245,1473.192894
2.625,1473.192832
2.6255,1473.19277
2.626,1473.192708
2.6265,1473.192646
2.627,1473.192584
2.6275,1473.192522
2.628,1473.19246
2.6285,1473.192398
2.629,1473.192336
2.6295,1473.192274
2.63,1473.192213
2.6305,1473.192151
2.631,1473.192089
2.6315,1473.192027
2.632,1473.191966
2.6325,1473.191904
2.633,1473.191842
2.6335,1473.191781
2.634,1473.191719
2.6345,1473.191657
2.635,1473.191596
2.6355,1473.191534
2.636,1473.191473
2.6365,1473.191411
2.637,1473.19135
2.6375,1473.191288
2.638,1473.191227
2.6385,1473.191165
2.639,1473.191104
2.6395,1473.191042
2.64,1473.190981
2.6405,1473.19092
2.641,1473.190858
2.6415,1473.190797
2.642,1473.190735
2.6425,1473.190674
2.643,1473.190613
2.6435,1473.190552
2.644,1473.19049
2.6445,1473.190429
2.645,1473.190368
2.6455,1473.190307
2.646,1473.190246
2.6465,1473.190184
2.647,1473.190123
2.6475,1473.190062
2.648,1473.190001
2.6485,1473.18994
2.649,1473.189879
2.6495,1473.189818
2.65,1473.189757
2.6505,1473.189696
2.651,1473.189635
2.6515,1473.189574
2.652,1473.189513
2.6525,1473.189452
2.653,1473.189391
2.6535,1473.18933
2.654,1473.18927
2.6545,1473.189209
2.655,1473.189148
2.6555,1473.189087
2.656,1473.189026
2.6565,1473.188966
2.657,1473.188905
2.6575,1473.188844
2.658,1473.188784
2.6585,1473.188723
2.659,1473.188662
2.6595,1473.188602
2.66,1473.188541
2.6605,1473.18848
2.661,1473.18842
2.6615,1473.188359
2.662,1473.188299
2.6625,1473.188238
2.663,1473.188178
